2025-12-29T12:07:59,092 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T12:07:59,183 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T12:07:59,890 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Mini TV Banner open Mini TV Page | Status: FAILED
2025-12-29T12:08:00,550 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Amazon Fresh Image open Amazon Fresh Page
2025-12-29T12:08:09,898 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T12:08:10,184 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T12:08:10,279 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T12:08:10,767 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Amazon Fresh Image open Amazon Fresh Page | Status: FAILED
2025-12-29T12:58:11,543 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking all will display menu
2025-12-29T12:58:26,990 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T12:58:27,594 INFO  [main] base.PageBase - Clicked Element By.xpath: //button[@alt='Continue shopping']
2025-12-29T12:59:00,248 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T12:59:00,589 INFO  [main] base.PageBase - Clicked Element By.id: nav-hamburger-menu
2025-12-29T12:59:01,178 INFO  [main] base.PageBase - Waited till element By.id: hmenu-content to be visible
2025-12-29T12:59:01,228 INFO  [main] base.PageBase - Element By.id: hmenu-content is Displayed Correctly
2025-12-29T12:59:01,236 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking all will display menu | Status: PASSED
2025-12-29T12:59:02,031 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Sell will open Sell page
2025-12-29T12:59:08,798 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T12:59:12,386 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T12:59:12,542 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T12:59:18,813 INFO  [main] base.PageBase - Clicked Element by Exact Text Sell
2025-12-29T12:59:18,847 INFO  [main] base.PageBase - Waited till element By.xpath: //a[text()='Start Selling' and @aria-label='Start selling to become seller on amazon'] to be visible
2025-12-29T12:59:18,881 INFO  [main] base.PageBase - Element By.xpath: //a[text()='Start Selling' and @aria-label='Start selling to become seller on amazon'] is Displayed Correctly
2025-12-29T12:59:18,881 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Sell will open Sell page | Status: PASSED
2025-12-29T12:59:19,373 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Best Sellers will open Best Sellers page
